QID,Wikipedia_Title
Q542406,Piero Fassino
Q631218,Green Party (Czech Republic)
Q16558704,Gentian Muça
Q60949901,Erin Lavik
Q1201,Saarland
Q3695530,List of chief ministers of Balochistan
Q1214203,Gábor Tamás Nagy
Q18246318,Minister for Social Security (Sweden)
Q6109019,JSerra Catholic High School
Q12000742,Sjur Robert Nilsen
Q3806885,Jan Frode Nornes
Q209944,Micah Richards
Q621592,"Discovery, Inc."
Q6167994,Jayson Musson
Q1307616,Martin Riška
Q4231614,Sally Jewell
Q1489440,Gabriel Markus
Q7550299,SC Kuopio Futis-98
Q19870689,Heidi Allen
Q339847,Marina Geli
Q57650084,Lantern Entertainment
Q200321,SC Heerenveen
Q2084032,Fujairah FC
Q3196830,Chip Kelly
Q6313365,Junior Minister (Northern Ireland)
Q19832672,Elizabeth A. Fenn
Q19548254,Mauricio Vila Dosal
Q50610,Hilda Solis
Q545968,"Víctor Sánchez (footballer, born 1976)"
Q372608,University of Basel
Q1458579,University of Putra Malaysia
Q2407022,President of Artsakh
Q55825094,Usman Buzdar
Q45158,Gerhard Ludwig Müller
Q44040,Richard David Precht
Q3100220,Minister-President of Wallonia
Q3918323,Mikhail Martinovich
Q132345,Shinzo Abe
Q959086,NK Lokomotiva Zagreb
Q5015474,"Cabinet Secretary for Finance, Employment and Sustainable Growth"
Q1257626,OFK Titograd
Q12320166,John Dyrby Paulsen
Q12731015,Ionuț Chirilă
Q6157985,Japan at the Hopman Cup
Q4131682,Vladimir Gazzayev
Q1137665,Ghent University
Q20771279,Àngels Martínez Castells
Q2505780,FK Proleter Novi Sad
Q6509059,League of Ireland XI
Q4726050,Alice Perkins
Q204370,Audun Lysbakken
Q14688674,New Albany High School (Indiana)
Q47781,Union of the Centre (2002)
Q115453,Ivan Rakitić
Q5272335,Dice.com
Q2704931,Ivica Barbarić
Q291143,Linda Sánchez
Q516332,Gregorio Manzano
Q96876657,Ayman Rashdan Wong
Q835109,Social Democratic Party (Japan)
Q58366009,Place Publique
Q17155872,Craig Cates
Q41533233,Angel Adoree
Q14041863,Miquel Buch
Q2304817,Victory Sports Club
Q17088878,Chief Whip of the Liberal Democrats
Q9475,Harbhajan Singh
Q208638,Simon Kjær
Q262760,École Polytechnique Fédérale de Lausanne
Q217741,Purdue University
Q1371946,Thor Pedersen
Q6833959,Michael Roney
Q5186251,Cristian Pustai
Q2293251,Tony McMahon
Q42291616,Michael Burton (psychologist)
Q1197264,"Ministry of Economy, Trade and Industry"
Q455971,Esteghlal F.C.
Q4451919,Vital Tarashchyk
Q1449429,Dario Bonetti
Q105861,VfL Bochum
Q196070,Uhuru Kenyatta
Q390989,Pakistan national football team
Q270222,Michigan State University
Q978036,Francisco Camps
Q38,Italy
Q6865939,"Minister for Public Expenditure, National Development Plan Delivery and Reform"
Q7613772,Stephen Robinson (footballer)
Q1763248,Persis Drell
Q3590161,France national rugby league team
Q317599,Andrea Stramaccioni
Q932932,Ljubinko Drulović
Q21663278,Naomi McClure-Griffiths
Q179172,Bojan Krkić
Q16695063,Helle Thomsen
Q50365049,Abiy Ahmed
Q378768,Rıza Çalımbay
Q241961,Ellen van Dijk
Q15980844,United Left (Ireland)
Q16234594,Marco Gonzales
Q297221,Kevin Love
Q4987218,Bulandra Theatre
Q78726,Hannes Swoboda
Q17107494,One America News Network
Q1622152,Bern Academy of Arts
Q11436489,Tsuyoshi Otsuki
Q65413,Galatasaray S.K. (women's basketball)
Q1374852,Petr Svoboda
Q7803247,Tim Burgess (politician)
Q142794,Neymar
Q337758,San Francisco 49ers
Q314851,Germany national under-21 football team
Q488454,South Korea national under-23 football team
Q623268,Chief financial officer
Q6594693,President of Republika Srpska
Q16563,"Memphis, Tennessee"
Q16821953,Associate Minister of National Defence
Q3035247,Dominique Kalifa
Q169275,Dávid Dorosz
Q2510518,Jos Wienen
Q709420,José Azevedo
Q3993567,Tor Ole Skullerud
Q258738,Bob Ainsworth
Q3531723,Tony Clement
Q1144262,University of Western Ontario
Q17101930,Jil Sander (brand)
Q312520,Sergei Semak
Q11693671,Mortimer Zuckerman
Q659208,Ramal de Braga
Q815432,Keio University
Q1380216,Graham Henry
Q3401750,Premier of Alberta
Q2388816,Centrist Union group
Q149067,Pavel Durov
Q1033853,Cleveland Charge
Q16838020,CS Universitatea Craiova
Q3675678,Christian Michelsen (footballer)
Q1780230,Executive Vice President of the European Commission for An Economy that Works for People
Q11372584,Makoto Gonokami
Q657167,University of Music and Theatre Munich
Q883512,Staatstheater Nürnberg
Q1438,Campania
Q325825,Janusz Góra
Q188920,Delta Air Lines
Q529821,Stéphane Goubert
Q187238,Tim Cahill
Q20981744,Minister of Social Development (South Africa)
Q7407823,Sam M. Walton College of Business
Q1658460,United States Secretary of Veterans Affairs
Q7444367,Georgia Secretary of State
Q932537,Dariusz Wdowczyk
Q2723790,Yuvraj Singh
Q61439989,Kouat Noi
Q13475242,Joni Ernst
Q14424,Nagykanizsa
Q219060,Palestine
Q6016507,Independent conservative
Q65939291,Brittany Kaiser
Q36293158,Angelo Borrelli
Q384060,Tumblr
Q58414866,Sascha Bajin
Q1190552,Archpriest
Q7241353,President of the Organising Committee for the Olympic Games
Q1987382,Anthony Vadkovsky
Q2573947,Renato Brunetta
Q878151,President of El Salvador
Q50743782,Linos-Alexandre Sicilianos
Q4808976,Assistant Secretary of Defense for International Security Affairs
Q1783603,Long Island University
Q5004945,Bård Hoksrud
Q16147601,Governor of Indiana
Q210961,Kilmarnock F.C.
Q180993,Antonio Cassano
Q959524,Bocconi University
Q10647,UK Independence Party
Q983563,Victorin Lurel
Q2640095,Minister of Home Affairs (South Africa)
Q21707885,Kyrgyzstan (political party)
Q3267129,Luke Watson
Q29865367,Vladimir Panov
Q9066280,Ramon Espadaler
Q5190728,"European Commissioner for Innovation, Research, Culture, Education and Youth"
Q213417,New York Yankees
Q3366675,Republican Party (Tunisia)
Q94143183,Nationalist Party of Catalonia
Q56390799,Katalin Cseh
Q16594097,Luis Abinader
Q871789,András Cser-Palkovics
Q1919,Mathieu Valbuena
Q1251441,Leader
Q723476,Qarabağ FK
Q2026604,Rom Harré
Q304486,Addy Engels
Q1132346,North Carolina State University
Q2490195,Agnar Christensen
Q15576,University of South Australia
Q310263,Martin O'Neill
Q267320,Espen Barth Eide
Q53844829,Giuseppe Conte
Q2856700,Antoine Rufenacht
Q7660410,Syed Mustafa Kamal
Q14436783,Minister of Children and Families
Q853249,Armenia TV
Q312534,Kostas Mitroglou
Q7892254,United States Under Secretary of the Army
Q202645,Adrian Mutu
Q15024,Donald Tsang
Q11711558,Ihor Palytsia
Q47729,Democratic Party (Italy)
Q370422,Grigory Rapota
Q8823,Levante UD
Q2020756,Fabri González
Q5026396,Cameron Toshack
Q28600070,S. Olvah Alhamid
Q5039038,Carenza Lewis
Q3754317,Fulvio Pea
Q3065149,Taiga Ishikawa
Q6868253,Minnesota Golden Gophers football
Q57301,Hans-Gert Pöttering
Q6112509,Māris Kučinskis
Q35836301,Thomas Nørgaard (football manager)
Q5241648,Davidson Day School
Q274770,Corina Crețu
Q1417164,Olympiacos Volos F.C.
Q714355,Heiner Brand
Q166871,Kemba Walker
Q173663,Red Bull Racing
Q2120364,Radio France
Q138198,Spanish Socialist Workers' Party
Q44980,Alex Ferguson
Q6865821,Minister for Social Services
Q208602,Pirate Party (Sweden)
Q924265,Aarhus University
Q21855433,Mamady Youla
Q4073083,Farkhad Akhmedov
Q47817,Five Star Movement
Q5090717,Chen Chi-mai
Q2435200,Tim Griffin
Q216,Vilnius
Q20090843,Laura M. Haas
Q555125,Gennady Gudkov
Q33527305,Koby Altman
Q1255973,Dravida Munnetra Kazhagam
Q17094289,Svein Arne Hansen
Q4924484,The Blake School (Minneapolis)
Q6885570,Mladen Dodić
Q4247038,Viktor Kumykov
Q20429453,Astrid Fodor
Q1397856,Jouke de Vries
Q6872750,Miramonte High School
Q7384647,Ryan Williams (computer scientist)
Q18508,Braintree Town F.C.
Q187413,Álvaro Uribe
Q1129595,Spain national under-21 football team
Q47392399,Vyacheslav Levchuk
Q96470807,Lynika Strozier
Q17087863,UBiome
Q60740204,Center for Information Technology Policy
Q44043202,Charmaine Dean
Q6425965,Kohei Otsuka
Q18723,Queens Park Rangers F.C.
Q1133697,Harvard–Smithsonian Center for Astrophysics
Q7793121,Tom Perez
Q57692,Victor Ponta
Q1365656,Neill Collins
Q616598,Dominique Mamberti
Q27058418,Ukhnaagiin Khürelsükh
Q40988376,Addendum (research platform)
Q21578,Princeton University
Q597236,Washington State University
Q4294428,"Ministry of Personnel, Public Grievances and Pensions"
Q66048,Deutsche Bank
Q789915,United States Department of State
Q18527,Tamworth F.C.
Q1045,Somalia
Q9219,United States Military Academy
Q2495917,University of Tennessee system
Q6163814,Jason Wright
Q55334143,Theresa Scavenius
Q172969,FC Shakhtar Donetsk
Q465538,Johan Remkes
Q19523,AS Nancy Lorraine
Q1350854,Metropolitan Police Department of the District of Columbia
Q4265154,An Post–Chain Reaction
Q511856,Nairo Quintana
Q2496995,FC Baranovichi
Q17228,Catalonia national football team
Q912778,OTP Bank
Q15895530,Jamaica Tallawahs
Q608792,Hubertus Leteng
Q60738841,Jan Siewert
Q6138736,Walton Casuals F.C.
Q236,Montenegro
Q20981739,Minister of Public Enterprises
Q217384,Ali Karimi
Q57665928,Sobiranistes
Q319136,St Mirren F.C.
Q1145714,Prime Minister of Ukraine
Q93894326,Calvin Sun
Q7926203,Victor Oladipo
Q2462124,The Trump Organization
Q983402,Ranil Wickremesinghe
Q16842924,Ventura County FC
Q47165171,Mary Dixon-Woods
Q18750,Wigan Athletic F.C.
Q816863,Democratic Party (Cyprus)
Q827768,Royal Concertgebouw Orchestra
Q2660011,Québec solidaire
Q3119895,Nate Schierholtz
Q5513058,GC Rieber Shipping
Q1321770,United National Party
Q3071871,Nippon TV Tokyo Verdy Beleza
Q18525,Southport F.C.
Q18318,Garforth Town A.F.C.
Q1972844,Dmytro Parfyonov
Q1115878,University of Richmond
Q6243698,John L. Smith
Q52985750,Dwayne Haskins
Q146907,Miralem Pjanić
Q321061,FC Sion
Q7907662,VV Noordwijk
Q17249329,Robert Williams (astronomer)
Q3195170,Kenneth C. Griffin
Q4818639,Attorney General of Kentucky
Q1031200,Portland Timbers
Q174867,Michael Streiter
Q6372198,Karl Robinson
Q109029,Albrecht Schröter
Q60701,KF Laçi
Q11220,United States Navy
Q468394,Nir Barkat
Q2632530,Lieven Scheire
Q28407193,Galvani Bioelectronics
Q5972505,Joop Gall
Q55456518,Purdue University Fort Wayne
Q7454619,Serhiy Zaytsev
Q1144342,"Union, Progress and Democracy"
Q12927,Marine Le Pen
Q1051203,Qatar SC
Q6095974,Kemal Özdeş
Q1912098,Max-Planck-Institut für Sozialrecht und Sozialpolitik
Q5894103,Hong Joon-pyo
Q736559,Secretary of state
Q185272,Brian Cowen
Q4806239,Minister for Nordic Cooperation (Sweden)
Q41497644,AS Academia Rapid București
Q28163962,Forum for Democracy
Q2608295,Secretary for Relations with States
Q10300,Rayo Vallecano
Q11997,CD Mirandés
Q6081353,Isko Moreno
Q191827,Taoiseach
Q11668,Nikki Haley
Q295691,Harold E. Varmus
Q163547,Republic of Ireland national football team
Q3535065,Hamid Hassan
Q161034,SV Wacker Burghausen
Q23016290,James Paterson (Australian politician)
Q80987,Fluminense FC
Q11979,UD Las Palmas
Q3107510,Shaun Tait
Q6790566,Matt Godden
Q502637,Andrey Tikhonov (footballer)
Q3911022,President of the State of Palestine
Q24190740,British Columbia Centre for Disease Control
Q733012,Lorenzo Staelens
Q168000,American University
Q7603902,State treasurer
Q6838473,Mick Wallace
Q11686053,José María Salmerón
Q54861014,Magid Magid
Q1501926,Attorney general
Q26251744,Keith Hornsby
Q933681,Flughafen Berlin Brandenburg GmbH
Q45567,Fernando Morientes
Q500282,President of Nigeria
Q167253,Portland Trail Blazers
Q3237640,Liam Buckley
Q16164719,Megan Barry
Q540922,Noxolo Kiviet
Q313381,Tom Brady
Q1474287,Academy of Sciences of Albania
Q7035552,Nikola Katic
Q503577,United States Department of Commerce
Q6096923,Ivan Matić
Q17352998,Martin Schmidt (football manager)
Q111784,Secretary of State for Scotland
Q379532,Owen Coyle
Q62081702,Jimmy Shan
Q775389,Lucas Alcaraz
Q1119664,Andrey Teteryuk
Q223153,New Democracy (Greece)
Q59555804,Harald Schwefel
Q2738646,University of Lincoln
Q483137,Petr Čech
Q7804091,Tim Paine
Q8857,Málaga CF
Q237522,Margot Wallström
Q3183219,Jon Nurse
Q3590655,Costa Rica national under-23 football team
Q48946,Oxford United F.C.
Q793867,Scripps Research
Q163974,Rafael van der Vaart
Q47050,Netherlands national football team
Q380,Meta Platforms
Q5019430,Caledonian Maritime Assets
Q847499,1. FC Slovácko
Q16199425,Ryan-Zico Black
Q17049879,Dowse Art Museum
Q1377719,Kerala cricket team
Q16476,Mazie Hirono
Q6865980,Ministry of Trade and Industry (Ghana)
Q7284410,Raimund Seidel
Q1518057,Progressive Conservative Association of Alberta
Q7568035,South Normanton Athletic F.C.
Q2378091,University of Wisconsin–Green Bay
Q925648,Jiangsu F.C.
Q2741536,Leader of the Opposition (United Kingdom)
Q1015710,Abdul Taib Mahmud
Q213111,Sebastian Giovinco
Q48925,Bristol Rovers F.C.
Q57782510,Eva Kleinitz
Q290127,Steffi Jones
Q7938439,Vladimir Kurnev
Q313936,Håvard Nordtveit
Q477273,Istiqlal Party
Q2458070,Lee Hughes
Q1760777,Minister of Foreign Affairs (Estonia)
Q3022980,Denis Zanko
Q25079,Alliance of Liberals and Democrats for Europe Party
Q848786,General Secretary of the Communist Party of Vietnam
Q2140391,University of Texas System
Q8074402,Zoran Stojković
Q16536539,Catherine Dorion
Q56528060,Sally Foster
Q11144,Associate Justice of the Supreme Court of the United States
Q735587,President of the European Council
Q57143092,Nora de Leeuw
Q18639405,Rein Ahas
Q14552696,University of Minnesota System
Q924516,Lars Bohinen
Q27899306,Donna Blackmond
Q58241966,Hynek Hanza
Q528521,Antonino Cuffaro
Q22692810,Thomas Letsch
Q252335,Áron Szilágyi
Q6268659,Johnston Press
Q13974,NBC
Q6369678,Karen Handel
Q9292454,Freddy Lim
Q7306738,Reedley College
Q136678,James Harden
Q390611,Paul Flynn (politician)
Q1212637,János Mátyus
Q49213,University of Texas at Austin
Q16241139,Linda Collins
Q141045,Kitchee SC
Q2613034,Daniel Hershkowitz
Q11172884,Kirpal Nandra
Q313170,Jan Vertonghen
Q12962,Debout la France
Q132738,Alberto Contador
Q1140277,Cristian Bucchi
Q873868,Constitutional Court (Austria)
Q3325289,South Sydney Rabbitohs
Q368682,Ruben Amorim
Q182477,Nvidia
Q695876,Falko Götz
Q785304,Mayor of New York City
Q2388316,Public
Q2637050,Mamphela Ramphele
Q20972402,Dick Lukkien
Q208046,US Airways
Q3074223,Florian Philippot
Q7942452,Voyager Academy
Q1135686,Corus Entertainment
Q183967,David Trezeguet
Q30339188,Catherine Osson
Q8027119,Wisconsin Badgers football
Q1631474,San Sebastián University
Q6680599,Lorenza Colzato
Q212733,Joseph Estrada
Q1431486,Orange Group
Q1753987,Haryana cricket team
Q10413488,Harry Arter
Q21099282,Ivan Karnilin
Q1543093,Stockmann
Q5041424,Kavli Institute for the Physics and Mathematics of the Universe
Q2360663,Philippe Blain
Q606140,University of Waikato
Q2242968,Peter Maes
Q69580854,Ken Murphy (businessman)
Q260042,Phil Murphy
Q4209327,Yevgeni Kaleshin
Q2936,Oldenburg (city)
Q7460598,Shadow Secretary of State for Justice
Q661543,Droylsden F.C.
Q58085,Radosław Sikorski
Q7756150,The Park School of Buffalo
Q3401758,Premier of Manitoba
Q6392428,Kentucky Wildcats men's basketball
Q1928589,Michael McMahon
Q212614,Tonny Vilhena
Q29889619,Christopher Barner-Kowollik
Q933404,Sixten Boström
Q585866,Jae Crowder
Q116211,Union Montreal
Q6814428,Members of the Australian Senate
Q1452565,Fred de Graaf
Q2551877,Migen Memelli
Q5108508,Chris Woakes
Q329510,FC Tom Tomsk
Q702455,RB Leipzig
Q184277,Yaya Touré
Q27169,Member of the European Parliament
Q46195831,Claire McLachlan
Q3046571,Eastern Province Elephants
Q2706278,Novosibirsk Opera and Ballet Theatre
Q19571,Brentford F.C.
Q6023669,Indiana University–Purdue University Fort Wayne
Q2658197,Mejlis of the Crimean Tatar People
Q749251,Pavol Staňo
Q55076169,Jean d'Aspremont
Q937482,Edge Hill University
Q226085,Popular Orthodox Rally
Q299604,Radoslav Kováč
Q21957427,Popular Unity (Ecuador)
Q4577691,Comptroller of the Household
Q4059016,Ilshat Aitkulov
Q32681,Frans Timmermans
Q194058,Erkki Liikanen
Q30612224,Miguel Cardoso (football manager)
Q578326,University of Jyväskylä
Q153535,Alemannia Aachen
Q4409198,Serghei Dubrovin
Q7176564,Peter Reinhard Hansen
Q351160,Thomas Dennerby
Q7487024,Shikhar Dhawan
Q5329946,Eastern Acoustic Works
Q59587674,Ruth Conroy Dalton
Q6008771,Iniva
Q17071845,Mayor of Davao City
Q1029527,Steve Womack
Q730809,Nîmes Olympique
Q57279,Traian Băsescu
Q42530925,For Britain Movement
Q48152466,Steve Martin (Tasmanian politician)
Q3315112,Minister for Defence (Australia)
Q524289,Conservatoire national des arts et métiers
Q2338559,Steffen Baumgart
Q3495293,Michal Petrouš
Q20877087,Vox (website)
Q2164606,TPG Inc.
Q5289916,Domantas Sabonis
Q7283651,Rahşan Ecevit
Q284281,Al-Wakrah SC
Q3299397,Matt Bors
Q8064621,Zaharije Trnavčević
Q307800,Abdel Moneim Aboul Fotouh
Q21932488,Sophie Walker
Q190219,Labour Party (Norway)
Q1348705,Language Council of Norway
Q159,Russia
Q3135366,Chief Secretary for Administration
Q5437801,Fatih University
Q10547432,Tomáš Hudeček
Q42291468,Marina Granovskaia
Q4122316,Chairman of the Conservative Party
Q2638273,Sharon Drucker
Q282089,Per-Willy Amundsen
Q269404,Nenad Bjelica
Q1510822,Gerd Schwandner
Q5615962,"Guilherme (footballer, born May 1991)"
Q7939488,Voice Media Group
Q220,Rome
Q7527717,Sir John Deane's College
Q20100356,Josep Ramon Bosch
Q168740,Juan Mata
Q3616220,Andrej Urlep
Q3590767,Queensland rugby league team
Q7183255,Philip Bourne
Q702486,University of Trier
Q2850938,Anne-Sophie Lapix
Q319368,Oleh Protasov
Q1444714,Sergej Jakirović
Q15407843,Prime Minister of South Korea
Q2095484,FC Orenburg
Q2151803,Washington Freedom (soccer)
Q545778,Sergei Kiriakov
Q3640823,Blagoja Milevski
Q5280573,Deputy Director of CIA for Operations
Q3315120,Minister of Justice and Attorney General of Canada
Q820271,Sascha Lewandowski
Q857975,Clay Mathematics Institute
Q1340803,Garry Monk
Q96658110,Jari Jones
Q174614,Carlo Ancelotti
Q19626,Shrewsbury Town F.C.
Q748607,Minister of International Trade Diversification
Q724547,Pavel Padrnos
Q6680965,Loretta Lynch
Q467268,Sydney Leroux
Q1361370,"Paulo Sérgio (footballer, born 1968)"
Q3879522,Nunzio Zavettieri
Q10420513,Varuzhan Sukiasyan
Q169138,Miami Heat
Q1238152,Dominique Bertinotti
Q212979,Robert Gates
Q2396835,Viktors Morozs
Q19871710,Richard Burgon
Q49207,University of New Hampshire
Q48943,Gillingham F.C.
Q106200,Ralf Fücks
Q934519,Sean Yates
Q5365008,Ellen Seip
Q7077609,Oded Aharonson
Q362223,Jacques Bompard
Q7794477,Thomas Tidwell
Q43273023,Shari Forbes
Q97703983,Mahdi Mohammed Gulaid
Q130965,Fordham University
Q166984,Mikel John Obi
Q171194,Núria de Gispert
Q3566041,New Left Current
Q88866,Manfred Weber
Q616919,Paul Murphy (Irish politician)
Q47454194,PRO Romania
Q18640524,Deborah Schofield
Q1886,Atalanta BC
Q49112,Yale University
Q5248342,Deborah Orr
Q18976,Ole Gunnar Solskjær
Q1342868,George Stack
Q7244951,Princeton Community High School
Q311205,Chen Guangcheng
Q65015779,Li Zhaoping
Q1910,Yohan Cabaye
Q7925044,Vice President of El Salvador
Q981583,Nico Mattan
Q264560,Karen Bradley
Q211124,Kostas Katsouranis
Q55443054,Our Homeland Movement
Q6774492,Martha McSally
Q4727007,Alison Anderson
Q16106705,Ike Leggett
Q56452608,Dipyaman Ganguly
Q465476,László Kövér
Q34930858,United Conservative Party
Q1808012,Memorial Sloan Kettering Cancer Center
Q2707282,Sammarinese Socialist Party
Q5606121,Greg Pearson
Q1537303,Gonzaga University
Q52353442,Yolanda Gil
Q1435702,Whitbread
Q498877,Andreas Klier
Q28922442,Sampa Das
Q3862936,Moreno Longo
Q596139,Mattel
Q390737,"Don Foster, Baron Foster of Bath"
Q28203630,Jacob Frey
Q470085,American Hospital of Paris
Q1898117,Marijn Dekkers
Q18640,Club de Gimnasia y Esgrima La Plata
Q54215549,Cecilie Redisch Kvamme
Q2607880,Ministry of Energy (Norway)
Q4151339,Governor of Moscow Oblast
Q17499,Cesc Fàbregas
Q6963872,Yariv Oppenheimer
Q24190727,"Minister of Export Promotion, International Trade and Economic Development"
Q456164,Davide Astori
Q1238709,Péter Polt
Q6526,Bolzano
Q502962,Viborg Municipality
Q3278079,Deputy Prime Minister of Finland
Q342770,Robert Earnshaw
Q6865958,Minister for Social Protection
Q601956,Aalborg University
Q5181013,Craig Harrison (footballer)
Q450980,Servais Knaven
Q1928299,Michael Kretschmer
Q56884910,Rachel Aldred
Q847117,Meijo University
Q555436,Danny Green (basketball)
Q5160852,Congress for Progressive Change
Q3123610,Gérald Darmanin
Q4123585,Gerald D. Jennings
Q57515,Mohamed Waheed Hassan
Q7930628,Village Christian School (California)
Q6866137,Minister of Finance (Sri Lanka)
Q267417,Admiral Group
Q845278,Sjúrður Skaale
Q3311772,Mickaël Debève
Q456,Lyon
Q49768,Social Democratic Party of Germany
Q1321109,President of the National Council (Austria)
Q312015,Alexis Tsipras
Q1795098,Kym Anderson
Q2453861,Brazilian Labour Renewal Party
Q240444,FC Akhmat Grozny
Q498526,San Jose State University
Q743717,Irrational Games
Q3174529,Jean Salençon
Q317156,Hertie School
Q1187790,Argentina national under-20 football team
Q265,Uzbekistan
Q876935,Supreme Court of Justice (Austria)
Q3068213,Joan Rigol
Q969283,Savvas Poursaitidis
Q20067569,Serhiy Knyazev
Q1344098,Peter Smith (bishop)
Q218303,Independence Party (Iceland)
Q1166025,Christian Democratic Party (Norway)
Q2291258,Zoran Mirković
Q20730106,Infraestruturas de Portugal
Q16733839,Flemming Ørnskov
Q366274,Melih Gökçek
Q6539761,Liam Palmer
Q2831767,Alberto Fabra
Q847113,Birmingham City W.F.C.
Q178944,Greg Selinger
Q6434601,Václav Klaus Jr.
Q463781,American Conservatory Theater
Q3315366,Ministry of Foreign Affairs (Ethiopia)
Q3286988,President of Mauritius
Q54908,Joventut Badalona
Q4784200,Arapahoe High School (Colorado)
Q24197309,"Cabinet Secretary for Economy, Jobs and Fair Work"
Q985719,Susan Hockfield
Q7804094,Tim Parker (businessman)
Q122465,Yoshihide Suga
Q7546539,Smriti Irani
Q57531647,Chelsea Walton
Q1185830,Democrats (Brazil)
Q30069584,Sandra Wolin
Q61651140,Brexit Party
Q18380286,Los Angeles FC
Q23304767,Zehut
Q25568,Lou Barletta
Q284452,Al Ahli SC (Doha)
Q2985706,Chief of the Defence Force (Australia)
Q5261072,Deputy Prime Minister of Singapore
Q2004922,Stephen Dobbie
Q5222990,Dariusz Dźwigała
Q6068556,Ireland Wolfhounds
Q182654,Valentina Matviyenko
Q15224541,Belgium national under-18 football team
Q81226776,Choi Ki-young
Q21708200,OpenAI
Q963530,University of Stirling
Q450310,Jean-Louis Tauran
Q65068972,USNS Arrowhead
Q57734,Hamad bin Jassim bin Jaber Al Thani
Q1021381,Civic Platform (Russia)
Q5219,Ingushetia
Q50824931,Takatoshi Nishiwaki
Q515750,Mircea Rednic
Q21067205,Carson Wentz
Q186305,David McPartland
Q1033303,Jeroen Dijsselbloem
Q246655,Next plc
Q12050823,Safeco Plaza
Q274252,Édouard Brézin
Q7817645,Tom Soehn
Q296639,Alistair Darling
Q608427,United States Department of the Interior
Q2494554,Uladzimir Karytska
Q73965,Al Hilal SFC
Q41330182,The Patriots (France)
Q47138769,Tua Tagovailoa
Q39071252,Simon Thompson (businessman)
Q8428,Calcio Padova
Q4460011,Nikolai Tolstykh
Q7314582,Secretary of the United States House of Representatives Republican Conference
Q80510,Alla Pugacheva
Q574980,Jacob Rees-Mogg
Q16234676,Aaron Judge
Q717897,Alex Smith
Q1381929,Delhi cricket team
Q156829,Air Berlin
Q83559123,Sustainable New Zealand Party
Q8818,Valencia
Q1780467,Rhys Weston
Q3297598,Ashok Tanwar
Q503419,University of Arizona
Q64844214,Airavata Elephant Foundation
Q193196,University College London
Q4994613,Malou Aamund
Q64010605,Erin Boley
Q17466463,Bernadette McSherry
Q83106,Jürgen Klopp
Q37156,IBM
Q4695503,Ahmad Zahid Hamidi
Q971774,Peter Tschentscher
Q565374,Martin Heinrich
Q1903595,Martin Cullen
Q1064106,Prime Minister of Tunisia
Q753462,FC Universitatea Cluj
Q18280,AFC Fylde
Q24039290,Surrey Stars
Q28174237,Nature's Basket
Q11938,PSV Eindhoven
Q872718,Bunzl
Q72245,Thomas Bach
Q775412,Bill Keating (politician)
Q5503202,Fresno State Bulldogs men's basketball
Q130840,Eastern Cape
Q14805701,Deputy Chairman of the Government
Q53846950,Admiral Schofield
Q214204,Eden Hazard
Q595215,Volodymyr Khandohiy
Q5556322,Gheorghe Falcă
Q2380266,Polymetal International
Q11960823,Bernt Stilluf Karlsen
Q3152800,"Institute of Contemporary Art, Philadelphia"
Q38294900,Julie Kirchner
Q560890,Bernard Cazeneuve
Q4566335,Åsane Storsenter
Q194713,Patricia Scotland
Q182930,FC Rostov
Q6253810,John Curtis (Utah politician)
Q9376709,Wojciech Murdzek
Q30645478,Shadow Secretary of State for Housing
Q18169686,Paul Ziemiak
Q1268229,Dušan Uhrin Jr.
Q79860692,Peggy Piesche
Q353222,László Bölöni
Q316789,Melbourne Victory FC
Q17517103,Bronwyn Harch
Q12096690,Anatoliy Holubchenko
Q18129096,FC Voluntari
Q1297,Chicago
Q2429494,Televisió de Catalunya
Q431107,Kjetil Rekdal
Q624686,"California State University, Monterey Bay"
Q4294620,Ministry of Production (Peru)
Q60712573,Jinjiang International
Q677488,Elevance Health
Q68018492,"Vicente Gómez (footballer, born 1971)"
Q378368,Ajman Club
Q492826,MKE Ankaragücü
Q2642761,Alexander Nouri
Q6087377,Bayram Bektaş
Q203793,Xavier Bertrand
Q19936193,Gerardo Pisarello
Q7864122,"University of California, San Francisco Medical Center"
Q270080,DR Congo national football team
Q29368950,Li Yonghong
Q4735271,Alpharetta High School
Q6974821,Western Australian National Party
Q259767,Arthur M. Sackler Gallery
Q892825,Bonnier Group
Q185225,Santi Cazorla
Q5106549,Chris Finlayson
Q4767161,Anna Kinberg Batra
Q18721,Norwich City F.C.
Q99906,Anne Helm (politician)
Q6418070,Poole Town F.C.
Q312,Apple Inc.
Q3270032,Léa Salamé
Q5195417,Curt Onalfo
Q1140284,Cristian Dulca
Q88598610,Aliyah Boston
Q4661494,Aamir Liaquat Hussain
Q55767069,Dan Koehl
Q766445,Okinawa Prefecture
Q1785291,Washington and Lee University
Q2746785,Claude Goasguen
Q1047060,Case Western Reserve University
Q3109740,Politico
Q190515,Craig Bellamy
Q4917973,Bishop of Sheffield
Q1432632,University of Reading
Q6866354,Minister of State for European Affairs
Q1575411,Chair of the National Public Safety Commission
Q1752117,Sheffield Hallam University
Q65556229,Rose Christiane Raponda
Q314028,Kevin Gameiro
Q7488353,Shang Fulin
Q449214,Sascha Riether
Q40362,Sahrawi Arab Democratic Republic
Q1050350,Teatro dell'Opera di Roma
Q15130081,United Australia Party (2013)
Q60495,Flamurtari FC
